id	pfam_id	uniprot_id	pfam_embedding	uniprot_embedding	refSeqAccession	entry	entry_name	protein_names	gene_names	organism	pfam_description	uniprot_function
None	PF22745	A0A243D1W1	None	None	WP_000031433.1	None	None	A0A243D1W1_BACTU	None	None	The alpha-helical Nlig-Ia domain is found at the N-terminal of DNA ligases and it has been proposed to either swivel the NAD+ close to the ligase active site lysine on the RAGNYA domain or function as an allosteric NAD+ binding site. The Nlig-Ia domain is also observed as a solo protein in phages that do not encode a separate NAD+-dependent ligase catalytic  module, suggesting the domain can function independently of a DNA ligase. It has been proposed that these domains likely function as NAD+ sensors which might help indicate to the phage the development of NADase host effectors or shield NAD+ from the action of such effectors [1-3].	DNA ligase that catalyzes the formation of phosphodiesterCC       linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-CC       stranded DNA using NAD as a coenzyme and as the energy source for theCC       reaction. It is essential for DNA replication and repair of damagedCC       DNA. {ECO:0000256|ARBA:ARBA00004067, ECO:0000256|HAMAP-Rule:MF_01588}.
None	PF22745	A0A242WHP1	None	None	WP_000031433.1	None	None	A0A242WHP1_BACTU	None	None	The alpha-helical Nlig-Ia domain is found at the N-terminal of DNA ligases and it has been proposed to either swivel the NAD+ close to the ligase active site lysine on the RAGNYA domain or function as an allosteric NAD+ binding site. The Nlig-Ia domain is also observed as a solo protein in phages that do not encode a separate NAD+-dependent ligase catalytic  module, suggesting the domain can function independently of a DNA ligase. It has been proposed that these domains likely function as NAD+ sensors which might help indicate to the phage the development of NADase host effectors or shield NAD+ from the action of such effectors [1-3].	DNA ligase that catalyzes the formation of phosphodiesterCC       linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-CC       stranded DNA using NAD as a coenzyme and as the energy source for theCC       reaction. It is essential for DNA replication and repair of damagedCC       DNA. {ECO:0000256|ARBA:ARBA00004067, ECO:0000256|HAMAP-Rule:MF_01588}.
None	PF22745	A0A4Y7QSI9	None	None	WP_000031433.1	None	None	A0A4Y7QSI9_9BACI	None	None	The alpha-helical Nlig-Ia domain is found at the N-terminal of DNA ligases and it has been proposed to either swivel the NAD+ close to the ligase active site lysine on the RAGNYA domain or function as an allosteric NAD+ binding site. The Nlig-Ia domain is also observed as a solo protein in phages that do not encode a separate NAD+-dependent ligase catalytic  module, suggesting the domain can function independently of a DNA ligase. It has been proposed that these domains likely function as NAD+ sensors which might help indicate to the phage the development of NADase host effectors or shield NAD+ from the action of such effectors [1-3].	DNA ligase that catalyzes the formation of phosphodiesterCC       linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-CC       stranded DNA using NAD as a coenzyme and as the energy source for theCC       reaction. It is essential for DNA replication and repair of damagedCC       DNA. {ECO:0000256|ARBA:ARBA00004067, ECO:0000256|HAMAP-Rule:MF_01588}.
None	PF22745	C3GDG2	None	None	WP_000031433.1	None	None	C3GDG2_BACTU	None	None	The alpha-helical Nlig-Ia domain is found at the N-terminal of DNA ligases and it has been proposed to either swivel the NAD+ close to the ligase active site lysine on the RAGNYA domain or function as an allosteric NAD+ binding site. The Nlig-Ia domain is also observed as a solo protein in phages that do not encode a separate NAD+-dependent ligase catalytic  module, suggesting the domain can function independently of a DNA ligase. It has been proposed that these domains likely function as NAD+ sensors which might help indicate to the phage the development of NADase host effectors or shield NAD+ from the action of such effectors [1-3].	DNA ligase that catalyzes the formation of phosphodiesterCC       linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-CC       stranded DNA using NAD as a coenzyme and as the energy source for theCC       reaction. It is essential for DNA replication and repair of damagedCC       DNA. {ECO:0000256|ARBA:ARBA00004067, ECO:0000256|HAMAP-Rule:MF_01588}.
None	PF22745	C3L543	None	None	WP_000031433.1	None	None	DNLJ_BACAC	None	None	The alpha-helical Nlig-Ia domain is found at the N-terminal of DNA ligases and it has been proposed to either swivel the NAD+ close to the ligase active site lysine on the RAGNYA domain or function as an allosteric NAD+ binding site. The Nlig-Ia domain is also observed as a solo protein in phages that do not encode a separate NAD+-dependent ligase catalytic  module, suggesting the domain can function independently of a DNA ligase. It has been proposed that these domains likely function as NAD+ sensors which might help indicate to the phage the development of NADase host effectors or shield NAD+ from the action of such effectors [1-3].	DNA ligase that catalyzes the formation of phosphodiesterCC       linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-CC       stranded DNA using NAD as a coenzyme and as the energy source for theCC       reaction. It is essential for DNA replication and repair of damagedCC       DNA. {ECO:0000255|HAMAP-Rule:MF_01588}.
None	PF22745	C3PBP1	None	None	WP_000031433.1	None	None	DNLJ_BACAA	None	None	The alpha-helical Nlig-Ia domain is found at the N-terminal of DNA ligases and it has been proposed to either swivel the NAD+ close to the ligase active site lysine on the RAGNYA domain or function as an allosteric NAD+ binding site. The Nlig-Ia domain is also observed as a solo protein in phages that do not encode a separate NAD+-dependent ligase catalytic  module, suggesting the domain can function independently of a DNA ligase. It has been proposed that these domains likely function as NAD+ sensors which might help indicate to the phage the development of NADase host effectors or shield NAD+ from the action of such effectors [1-3].	DNA ligase that catalyzes the formation of phosphodiesterCC       linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-CC       stranded DNA using NAD as a coenzyme and as the energy source for theCC       reaction. It is essential for DNA replication and repair of damagedCC       DNA. {ECO:0000255|HAMAP-Rule:MF_01588}.
None	None	A0A640M6B4	None	None	WP_000031872.1	None	None	A0A640M6B4_BACAN	None	None	None	None
None	None	A0AAE9TBT4	None	None	WP_000031872.1	None	None	A0AAE9TBT4_BACCE	None	None	None	None
None	PF22564	A0A4Y1W7S3	None	None	WP_000032394.1	None	None	A0A4Y1W7S3_BACAN	None	None	This entry represents the HAAS (HTH-associated alpha-helical signaling) domain, found N-terminal to DUF1700 (Pfam:PF08006) which represents the transmembrane segment (Preprint https://doi.org/10.1101/2020.09.24.301986).	None
None	PF22564	A0A6L7H1S9	None	None	WP_000032394.1	None	None	A0A6L7H1S9_BACAN	None	None	This entry represents the HAAS (HTH-associated alpha-helical signaling) domain, found N-terminal to DUF1700 (Pfam:PF08006) which represents the transmembrane segment (Preprint https://doi.org/10.1101/2020.09.24.301986).	None
None	None	A0A9W5VK41	None	None	WP_000032702.1	None	None	A0A9W5VK41_BACCE	None	None	None	None
None	None	A0A9W5QD99	None	None	WP_000032702.1	None	None	A0A9W5QD99_BACCE	None	None	None	None
None	None	A0A9W5K612	None	None	WP_000032702.1	None	None	A0A9W5K612_BACC8	None	None	None	None
None	None	A0A9W5KNP9	None	None	WP_000032702.1	None	None	A0A9W5KNP9_BACC6	None	None	None	None
None	None	A0A9W5PM42	None	None	WP_000032702.1	None	None	A0A9W5PM42_BACCE	None	None	None	None
None	None	A0A9W5KVE2	None	None	WP_000032702.1	None	None	A0A9W5KVE2_BACCE	None	None	None	None
None	None	A0A9W5Q034	None	None	WP_000032702.1	None	None	A0A9W5Q034_BACCE	None	None	None	None
None	None	A0A9W3P522	None	None	WP_000032702.1	None	None	A0A9W3P522_BACTU	None	None	None	None
None	None	A0A9W3P0F4	None	None	WP_000032702.1	None	None	A0A9W3P0F4_BACTU	None	None	None	None
None	None	A0A9X0JWN2	None	None	WP_000032702.1	None	None	A0A9X0JWN2_BACTU	None	None	None	None
None	None	A0A9W4ZCN9	None	None	WP_000032702.1	None	None	A0A9W4ZCN9_9BACI	None	None	None	None
None	None	A0A9X6IT93	None	None	WP_000032702.1	None	None	A0A9X6IT93_BACUD	None	None	None	None
None	None	A0A9X6LUP5	None	None	WP_000032702.1	None	None	A0A9X6LUP5_BACUH	None	None	None	None
None	None	A0A9X6JRK4	None	None	WP_000032702.1	None	None	A0A9X6JRK4_BACUK	None	None	None	None
None	None	A0AAN4HPV7	None	None	WP_000032702.1	None	None	A0AAN4HPV7_BACTU	None	None	None	None
None	None	A0A9W3L1C2	None	None	WP_000032702.1	None	None	A0A9W3L1C2_9BACI	None	None	None	None
None	None	A0A3P1UD47	None	None	WP_000032702.1	None	None	A0A3P1UD47_BACAN	None	None	None	None
None	None	A0A2B8J2X4	None	None	WP_000032702.1	None	None	A0A2B8J2X4_BACCE	None	None	None	None
None	None	A0A1E8B2A3	None	None	WP_000032702.1	None	None	A0A1E8B2A3_BACMY	None	None	None	None
None	None	A0A3D1QQL9	None	None	WP_000032702.1	None	None	A0A3D1QQL9_BACSP	None	None	None	None
None	None	A0A9W3SWP5	None	None	WP_000032702.1	None	None	A0A9W3SWP5_BACTU	None	None	None	None
None	None	A0A0B5XQ12	None	None	WP_000032702.1	None	None	A0A0B5XQ12_BACTU	None	None	None	None
None	None	W8Z4Z6	None	None	WP_000032702.1	None	None	W8Z4Z6_BACTU	None	None	None	None
None	None	A0A9W3ZUJ8	None	None	WP_000032702.1	None	None	A0A9W3ZUJ8_BACTO	None	None	None	None
None	None	A0A1V6LLU7	None	None	WP_000032702.1	None	None	A0A1V6LLU7_9BACI	None	None	None	None
None	None	A0A9X0EVK7	None	None	WP_000032702.1	None	None	A0A9X0EVK7_9BACI	None	None	None	None
None	None	A0A9X8QCK1	None	None	WP_000032702.1	None	None	A0A9X8QCK1_9BACI	None	None	None	None
None	None	A0A9X6F4R3	None	None	WP_000032702.1	None	None	A0A9X6F4R3_BACTU	None	None	None	None
None	None	A0A9X6JD95	None	None	WP_000032702.1	None	None	A0A9X6JD95_BACTU	None	None	None	None
None	None	A0A9X6LL76	None	None	WP_000032702.1	None	None	A0A9X6LL76_BACTU	None	None	None	None
None	None	A0A243CNQ0	None	None	WP_000032702.1	None	None	A0A243CNQ0_BACTU	None	None	None	None
None	None	A0A242W7Z2	None	None	WP_000032702.1	None	None	A0A242W7Z2_BACTU	None	None	None	None
None	None	A0A243AVY0	None	None	WP_000032702.1	None	None	A0A243AVY0_BACTU	None	None	None	None
None	None	A0AAE5JHI9	None	None	WP_000032702.1	None	None	A0AAE5JHI9_BACTU	None	None	None	None
None	None	A0A9Q5X3N6	None	None	WP_000032702.1	None	None	A0A9Q5X3N6_BACTU	None	None	None	None
None	None	A0AAJ3PJE3	None	None	WP_000032702.1	None	None	A0AAJ3PJE3_BACTU	None	None	None	None
None	None	A0A2S8VUV7	None	None	WP_000032702.1	None	None	A0A2S8VUV7_9BACI	None	None	None	None
None	None	A0A853XFZ6	None	None	WP_000032702.1	None	None	A0A853XFZ6_9BACI	None	None	None	None
None	None	A0A063CIC3	None	None	WP_000032702.1	None	None	A0A063CIC3_9BACI	None	None	None	None
None	None	A0A9X6NXP1	None	None	WP_000032702.1	None	None	A0A9X6NXP1_9BACI	None	None	None	None
None	None	A0A246PXS5	None	None	WP_000032702.1	None	None	A0A246PXS5_9BACI	None	None	None	None
None	None	A0A5M9GQP5	None	None	WP_000032702.1	None	None	A0A5M9GQP5_9BACI	None	None	None	None
None	None	A0A4Y6F096	None	None	WP_000032702.1	None	None	A0A4Y6F096_9BACI	None	None	None	None
None	None	A0A1J9UIR2	None	None	WP_000032702.1	None	None	A0A1J9UIR2_9BACI	None	None	None	None
None	None	A0A1K0B6A8	None	None	WP_000032702.1	None	None	A0A1K0B6A8_9BACI	None	None	None	None
None	None	A0A2A7E1H4	None	None	WP_000032702.1	None	None	A0A2A7E1H4_9BACI	None	None	None	None
None	None	A0A2G6QKC9	None	None	WP_000032702.1	None	None	A0A2G6QKC9_9BACI	None	None	None	None
None	None	A0A2N1K459	None	None	WP_000032702.1	None	None	A0A2N1K459_9BACI	None	None	None	None
None	None	A0A9X8G7Q0	None	None	WP_000032702.1	None	None	A0A9X8G7Q0_9BACI	None	None	None	None
None	None	A0A7Z8W610	None	None	WP_000032702.1	None	None	A0A7Z8W610_9BACI	None	None	None	None
None	None	A0A7V7HUP5	None	None	WP_000032702.1	None	None	A0A7V7HUP5_9BACI	None	None	None	None
None	None	A0A6I7Y1J9	None	None	WP_000032702.1	None	None	A0A6I7Y1J9_9BACI	None	None	None	None
None	None	A0A6H9IHU1	None	None	WP_000032702.1	None	None	A0A6H9IHU1_9BACI	None	None	None	None
None	None	A0A9X9CCC0	None	None	WP_000032702.1	None	None	A0A9X9CCC0_9BACI	None	None	None	None
None	None	A0A9W7PYG6	None	None	WP_000032702.1	None	None	A0A9W7PYG6_9BACI	None	None	None	None
None	None	A0AAI9RFQ5	None	None	WP_000032702.1	None	None	A0AAI9RFQ5_9BACI	None	None	None	None
None	None	A0A9W7PE85	None	None	WP_000032702.1	None	None	A0A9W7PE85_9BACI	None	None	None	None
None	None	Q818M0	None	None	WP_000032702.1	None	None	Q818M0_BACCR	None	None	None	None
None	None	A0A4Y7QYG4	None	None	WP_000032702.1	None	None	A0A4Y7QYG4_9BACI	None	None	None	None
None	None	A0A4S4HVZ2	None	None	WP_000032702.1	None	None	A0A4S4HVZ2_9BACI	None	None	None	None
None	None	A0A3G5UF87	None	None	WP_000032702.1	None	None	A0A3G5UF87_9BACI	None	None	None	None
None	None	A0A6H0TDE5	None	None	WP_000032702.1	None	None	A0A6H0TDE5_BACTU	None	None	None	None
None	None	A0A556CWX8	None	None	WP_000032702.1	None	None	A0A556CWX8_9BACI	None	None	None	None
None	None	A0AAE6QZT9	None	None	WP_000032702.1	None	None	A0AAE6QZT9_9BACI	None	None	None	None
None	None	A0A6L5Q1Y6	None	None	WP_000032702.1	None	None	A0A6L5Q1Y6_9BACI	None	None	None	None
None	None	A0A8I1GGT2	None	None	WP_000032702.1	None	None	A0A8I1GGT2_9BACI	None	None	None	None
None	None	A0A8T9Z9X9	None	None	WP_000032702.1	None	None	A0A8T9Z9X9_9BACI	None	None	None	None
None	None	A0A243GEI7	None	None	WP_000032702.1	None	None	A0A243GEI7_BACTF	None	None	None	None
None	None	A0AAJ1P059	None	None	WP_000032702.1	None	None	A0AAJ1P059_9BACI	None	None	None	None
None	None	A0AAE4TU05	None	None	WP_000032702.1	None	None	A0AAE4TU05_9BACI	None	None	None	None
None	None	A0AA96PM49	None	None	WP_000032702.1	None	None	A0AA96PM49_9BACI	None	None	None	None
None	None	A0AAJ2RL30	None	None	WP_000032702.1	None	None	A0AAJ2RL30_9BACI	None	None	None	None
None	None	B7IXL8	None	None	WP_000032702.1	None	None	B7IXL8_BACC2	None	None	None	None
None	None	B7HBA4	None	None	WP_000032702.1	None	None	B7HBA4_BACC4	None	None	None	None
None	None	B7JMV5	None	None	WP_000032702.1	None	None	B7JMV5_BACC0	None	None	None	None
None	None	A0AAN0SV37	None	None	WP_000032702.1	None	None	A0AAN0SV37_BACCE	None	None	None	None
None	None	A0A9X6IKE2	None	None	WP_000032702.1	None	None	A0A9X6IKE2_BACTU	None	None	None	None
None	None	A0A9W3KFE6	None	None	WP_000032702.1	None	None	A0A9W3KFE6_BACTU	None	None	None	None
None	None	A0A9X6MIK7	None	None	WP_000032702.1	None	None	A0A9X6MIK7_BACTJ	None	None	None	None
None	None	A0A125U4S0	None	None	WP_000032702.1	None	None	A0A125U4S0_BACC3	None	None	None	None
None	None	A0A9W5NFM3	None	None	WP_000032702.1	None	None	A0A9W5NFM3_BACCE	None	None	None	None
None	None	A0A9X6N734	None	None	WP_000032702.1	None	None	A0A9X6N734_BACTV	None	None	None	None
None	None	A0A4Y1WFW9	None	None	WP_000033131.1	None	None	A0A4Y1WFW9_BACAN	None	None	None	None
None	None	A0AAC8N393	None	None	WP_000033131.1	None	None	A0AAC8N393_BACAN	None	None	None	None
None	None	A0AAE9T9I5	None	None	WP_000033131.1	None	None	A0AAE9T9I5_BACCE	None	None	None	None
None	PF01636	A0A6L8P884	None	None	WP_000033248.1	None	None	A0A6L8P884_BACAN	None	None	This family consists of bacterial antibiotic resistance proteins, which confer resistance to various aminoglycosides they include: aminoglycoside 3'-phosphotransferase or kanamycin kinase / neomycin-kanamycin phosphotransferase and streptomycin 3''-kinase or streptomycin 3''-phosphotransferase. The aminoglycoside phosphotransferases inactivate aminoglycoside antibiotics via phosphorylation [[cite:PUB00004379]]. This family also includes homoserine kinase. This family is related to fructosamine kinase Pfam:PF03881.	None
None	PF01636	A0AAC8NCU8	None	None	WP_000033248.1	None	None	A0AAC8NCU8_BACAN	None	None	This family consists of bacterial antibiotic resistance proteins, which confer resistance to various aminoglycosides they include: aminoglycoside 3'-phosphotransferase or kanamycin kinase / neomycin-kanamycin phosphotransferase and streptomycin 3''-kinase or streptomycin 3''-phosphotransferase. The aminoglycoside phosphotransferases inactivate aminoglycoside antibiotics via phosphorylation [[cite:PUB00004379]]. This family also includes homoserine kinase. This family is related to fructosamine kinase Pfam:PF03881.	None
None	PF01636	A0AAE9PG83	None	None	WP_000033248.1	None	None	A0AAE9PG83_BACCE	None	None	This family consists of bacterial antibiotic resistance proteins, which confer resistance to various aminoglycosides they include: aminoglycoside 3'-phosphotransferase or kanamycin kinase / neomycin-kanamycin phosphotransferase and streptomycin 3''-kinase or streptomycin 3''-phosphotransferase. The aminoglycoside phosphotransferases inactivate aminoglycoside antibiotics via phosphorylation [[cite:PUB00004379]]. This family also includes homoserine kinase. This family is related to fructosamine kinase Pfam:PF03881.	None
None	PF02421	A0A0G8DA45	None	None	WP_000033855.1	None	None	A0A0G8DA45_BACCE	None	None	Escherichia coli has an iron(II) transport system (feo) which may make an important contribution to the iron supply of the cell under anaerobic conditions [[cite:PUB00009526]]. FeoB has been identified as part of this transport system. FeoB is a large 700-800 amino acid integral membrane protein. The N terminus contains a P-loop motif suggesting that iron transport may be ATP dependent [[cite:PUB00009526]].	None
None	PF02421	A0A427RNY9	None	None	WP_000033855.1	None	None	A0A427RNY9_BACSP	None	None	Escherichia coli has an iron(II) transport system (feo) which may make an important contribution to the iron supply of the cell under anaerobic conditions [[cite:PUB00009526]]. FeoB has been identified as part of this transport system. FeoB is a large 700-800 amino acid integral membrane protein. The N terminus contains a P-loop motif suggesting that iron transport may be ATP dependent [[cite:PUB00009526]].	None
None	PF02421	A0A0B5XG34	None	None	WP_000033855.1	None	None	A0A0B5XG34_BACTU	None	None	Escherichia coli has an iron(II) transport system (feo) which may make an important contribution to the iron supply of the cell under anaerobic conditions [[cite:PUB00009526]]. FeoB has been identified as part of this transport system. FeoB is a large 700-800 amino acid integral membrane protein. The N terminus contains a P-loop motif suggesting that iron transport may be ATP dependent [[cite:PUB00009526]].	None
None	PF02421	A0A243CTG0	None	None	WP_000033855.1	None	None	A0A243CTG0_BACTU	None	None	Escherichia coli has an iron(II) transport system (feo) which may make an important contribution to the iron supply of the cell under anaerobic conditions [[cite:PUB00009526]]. FeoB has been identified as part of this transport system. FeoB is a large 700-800 amino acid integral membrane protein. The N terminus contains a P-loop motif suggesting that iron transport may be ATP dependent [[cite:PUB00009526]].	None
None	PF02421	A0A6H9IMA1	None	None	WP_000033855.1	None	None	A0A6H9IMA1_9BACI	None	None	Escherichia coli has an iron(II) transport system (feo) which may make an important contribution to the iron supply of the cell under anaerobic conditions [[cite:PUB00009526]]. FeoB has been identified as part of this transport system. FeoB is a large 700-800 amino acid integral membrane protein. The N terminus contains a P-loop motif suggesting that iron transport may be ATP dependent [[cite:PUB00009526]].	None
None	PF02421	A0A4Y7QSQ3	None	None	WP_000033855.1	None	None	A0A4Y7QSQ3_9BACI	None	None	Escherichia coli has an iron(II) transport system (feo) which may make an important contribution to the iron supply of the cell under anaerobic conditions [[cite:PUB00009526]]. FeoB has been identified as part of this transport system. FeoB is a large 700-800 amino acid integral membrane protein. The N terminus contains a P-loop motif suggesting that iron transport may be ATP dependent [[cite:PUB00009526]].	None
None	PF02421	Q6HNA2	None	None	WP_000033855.1	None	None	Q6HNA2_BACHK	None	None	Escherichia coli has an iron(II) transport system (feo) which may make an important contribution to the iron supply of the cell under anaerobic conditions [[cite:PUB00009526]]. FeoB has been identified as part of this transport system. FeoB is a large 700-800 amino acid integral membrane protein. The N terminus contains a P-loop motif suggesting that iron transport may be ATP dependent [[cite:PUB00009526]].	None
None	PF02421	B7JQJ6	None	None	WP_000033855.1	None	None	B7JQJ6_BACC0	None	None	Escherichia coli has an iron(II) transport system (feo) which may make an important contribution to the iron supply of the cell under anaerobic conditions [[cite:PUB00009526]]. FeoB has been identified as part of this transport system. FeoB is a large 700-800 amino acid integral membrane protein. The N terminus contains a P-loop motif suggesting that iron transport may be ATP dependent [[cite:PUB00009526]].	None
None	PF02421	C3GE84	None	None	WP_000033855.1	None	None	C3GE84_BACTU	None	None	Escherichia coli has an iron(II) transport system (feo) which may make an important contribution to the iron supply of the cell under anaerobic conditions [[cite:PUB00009526]]. FeoB has been identified as part of this transport system. FeoB is a large 700-800 amino acid integral membrane protein. The N terminus contains a P-loop motif suggesting that iron transport may be ATP dependent [[cite:PUB00009526]].	None
None	PF11954	A0A6L7HKS1	None	None	WP_000034308.1	None	None	A0A6L7HKS1_BACAN	None	None	This presumed domain is functionally uncharacterised. This domain is found in bacteria, archaea and eukaryotes. This domain is typically between 98 to 114 amino acids in length. This domain is found associated with Pfam:PF00144.	None
None	PF11954	A0AAC8SF12	None	None	WP_000034308.1	None	None	A0AAC8SF12_BACAN	None	None	This presumed domain is functionally uncharacterised. This domain is found in bacteria, archaea and eukaryotes. This domain is typically between 98 to 114 amino acids in length. This domain is found associated with Pfam:PF00144.	None
None	PF00871	Q81KV0	None	None	WP_000034579.1	None	None	ACKA_BACAN	None	None	This family includes acetate kinase, butyrate kinase and 2-methylpropanoate kinase.	Catalyzes the formation of acetyl phosphate from acetate andCC       ATP. Can also catalyze the reverse reaction. {ECO:0000255|HAMAP-CC       Rule:MF_00020}.
None	PF00871	A0A6L7GXW3	None	None	WP_000034579.1	None	None	A0A6L7GXW3_BACAN	None	None	This family includes acetate kinase, butyrate kinase and 2-methylpropanoate kinase.	Catalyzes the formation of acetyl phosphate from acetate andCC       ATP. Can also catalyze the reverse reaction. {ECO:0000256|HAMAP-CC       Rule:MF_00020}.
None	PF00871	A0A2S9HH87	None	None	WP_000034579.1	None	None	A0A2S9HH87_BACCE	None	None	This family includes acetate kinase, butyrate kinase and 2-methylpropanoate kinase.	Catalyzes the formation of acetyl phosphate from acetate andCC       ATP. Can also catalyze the reverse reaction. {ECO:0000256|HAMAP-CC       Rule:MF_00020}.
None	PF00871	A0A437SQM8	None	None	WP_000034579.1	None	None	A0A437SQM8_BACTU	None	None	This family includes acetate kinase, butyrate kinase and 2-methylpropanoate kinase.	Catalyzes the formation of acetyl phosphate from acetate andCC       ATP. Can also catalyze the reverse reaction. {ECO:0000256|HAMAP-CC       Rule:MF_00020}.
None	PF00871	A0A243AVE3	None	None	WP_000034579.1	None	None	A0A243AVE3_BACTU	None	None	This family includes acetate kinase, butyrate kinase and 2-methylpropanoate kinase.	Catalyzes the formation of acetyl phosphate from acetate andCC       ATP. Can also catalyze the reverse reaction. {ECO:0000256|HAMAP-CC       Rule:MF_00020}.
None	PF00871	A0A4S4HTI2	None	None	WP_000034579.1	None	None	A0A4S4HTI2_9BACI	None	None	This family includes acetate kinase, butyrate kinase and 2-methylpropanoate kinase.	Catalyzes the formation of acetyl phosphate from acetate andCC       ATP. Can also catalyze the reverse reaction. {ECO:0000256|HAMAP-CC       Rule:MF_00020}.
None	PF00871	A0AAE4TTQ5	None	None	WP_000034579.1	None	None	A0AAE4TTQ5_9BACI	None	None	This family includes acetate kinase, butyrate kinase and 2-methylpropanoate kinase.	Catalyzes the formation of acetyl phosphate from acetate andCC       ATP. Can also catalyze the reverse reaction. {ECO:0000256|HAMAP-CC       Rule:MF_00020}.
None	PF00871	A0AA96SWL2	None	None	WP_000034579.1	None	None	A0AA96SWL2_9BACI	None	None	This family includes acetate kinase, butyrate kinase and 2-methylpropanoate kinase.	Catalyzes the formation of acetyl phosphate from acetate andCC       ATP. Can also catalyze the reverse reaction. {ECO:0000256|HAMAP-CC       Rule:MF_00020}.
None	PF00871	A0RJM9	None	None	WP_000034579.1	None	None	A0RJM9_BACAH	None	None	This family includes acetate kinase, butyrate kinase and 2-methylpropanoate kinase.	Catalyzes the formation of acetyl phosphate from acetate andCC       ATP. Can also catalyze the reverse reaction. {ECO:0000256|HAMAP-CC       Rule:MF_00020}.
None	PF00871	A0A158RNW7	None	None	WP_000034579.1	None	None	A0A158RNW7_BACC3	None	None	This family includes acetate kinase, butyrate kinase and 2-methylpropanoate kinase.	Catalyzes the formation of acetyl phosphate from acetate andCC       ATP. Can also catalyze the reverse reaction. {ECO:0000256|HAMAP-CC       Rule:MF_00020}.
None	PF00012	Q81LS2	None	None	WP_000034699.1	None	None	DNAK_BACAN	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000255|HAMAP-Rule:MF_00332}.
None	PF00012	A0A0G8EAU9	None	None	WP_000034699.1	None	None	A0A0G8EAU9_BACCE	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000256|ARBA:ARBA00002290,CC       ECO:0000256|HAMAP-Rule:MF_00332}.
None	PF00012	A0A3R9JTU5	None	None	WP_000034699.1	None	None	A0A3R9JTU5_BACSP	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000256|ARBA:ARBA00002290,CC       ECO:0000256|HAMAP-Rule:MF_00332}.
None	PF00012	A0A0B5NYC6	None	None	WP_000034699.1	None	None	A0A0B5NYC6_BACTU	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000256|ARBA:ARBA00002290,CC       ECO:0000256|HAMAP-Rule:MF_00332}.
None	PF00012	A0A243CNF8	None	None	WP_000034699.1	None	None	A0A243CNF8_BACTU	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000256|ARBA:ARBA00002290,CC       ECO:0000256|HAMAP-Rule:MF_00332}.
None	PF00012	A0A242W7N0	None	None	WP_000034699.1	None	None	A0A242W7N0_BACTU	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000256|ARBA:ARBA00002290,CC       ECO:0000256|HAMAP-Rule:MF_00332}.
None	PF00012	A0A243AUU1	None	None	WP_000034699.1	None	None	A0A243AUU1_BACTU	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000256|ARBA:ARBA00002290,CC       ECO:0000256|HAMAP-Rule:MF_00332}.
None	PF00012	A0A6H9IXE4	None	None	WP_000034699.1	None	None	A0A6H9IXE4_9BACI	None	None	Hsp70 chaperones help to fold many proteins. Hsp70 assisted folding involves repeated cycles of substrate binding and release.  Hsp70 activity is ATP dependent. Hsp70 proteins are made up of two regions: the amino terminus is the ATPase domain and the carboxyl terminus is the substrate binding region.	Acts as a chaperone. {ECO:0000256|ARBA:ARBA00002290,CC       ECO:0000256|HAMAP-Rule:MF_00332}.
